State,County,fips,Year,Female life expectancy (years),"Female life expectancy (national, years)","Female life expectancy (state, years)",Male life expectancy (years),"Male life expectancy (national, years)","Male life expectancy (state, years)"
North Carolina,Ashe County,37009,2010,80.48,80.79,79.83,74.00,76.07,74.81
North Carolina,Avery County,37011,2010,79.18,80.79,79.83,74.68,76.07,74.81
North Carolina,Beaufort County,37013,2010,78.45,80.79,79.83,73.44,76.07,74.81
North Carolina,Bertie County,37015,2010,78.26,80.79,79.83,70.65,76.07,74.81
North Carolina,Bladen County,37017,2010,76.57,80.79,79.83,70.87,76.07,74.81
North Carolina,Brunswick County,37019,2010,80.04,80.79,79.83,74.96,76.07,74.81
North Carolina,Buncombe County,37021,2010,80.33,80.79,79.83,75.90,76.07,74.81
North Carolina,Burke County,37023,2010,78.22,80.79,79.83,72.96,76.07,74.81
North Carolina,Cabarrus County,37025,2010,79.76,80.79,79.83,75.04,76.07,74.81
North Carolina,Caldwell County,37027,2010,78.33,80.79,79.83,72.46,76.07,74.81
North Carolina,Camden County,37029,2010,78.63,80.79,79.83,74.25,76.07,74.81
North Carolina,Carteret County,37031,2010,79.40,80.79,79.83,74.53,76.07,74.81
North Carolina,Caswell County,37033,2010,78.65,80.79,79.83,73.42,76.07,74.81
North Carolina,Catawba County,37035,2010,78.40,80.79,79.83,73.48,76.07,74.81
North Carolina,Chatham County,37037,2010,82.37,80.79,79.83,77.16,76.07,74.81
North Carolina,Cherokee County,37039,2010,80.13,80.79,79.83,74.24,76.07,74.81
North Carolina,Chowan County,37041,2010,80.28,80.79,79.83,74.21,76.07,74.81
North Carolina,Clay County,37043,2010,80.13,80.79,79.83,74.24,76.07,74.81
North Carolina,Cleveland County,37045,2010,77.99,80.79,79.83,71.50,76.07,74.81
North Carolina,Columbus County,37047,2010,75.06,80.79,79.83,70.24,76.07,74.81
North Carolina,Craven County,37049,2010,79.72,80.79,79.83,75.24,76.07,74.81
North Carolina,Cumberland County,37051,2010,78.16,80.79,79.83,73.17,76.07,74.81
North Carolina,Currituck County,37053,2010,79.43,80.79,79.83,74.25,76.07,74.81
North Carolina,Dare County,37055,2010,81.19,80.79,79.83,76.33,76.07,74.81
North Carolina,Davidson County,37057,2010,79.33,80.79,79.83,73.88,76.07,74.81
North Carolina,Davie County,37059,2010,81.04,80.79,79.83,75.71,76.07,74.81
North Carolina,Duplin County,37061,2010,79.29,80.79,79.83,73.94,76.07,74.81
North Carolina,Durham County,37063,2010,80.28,80.79,79.83,75.33,76.07,74.81
North Carolina,Edgecombe County,37065,2010,77.93,80.79,79.83,71.04,76.07,74.81
North Carolina,Forsyth County,37067,2010,80.38,80.79,79.83,75.53,76.07,74.81
North Carolina,Franklin County,37069,2010,79.44,80.79,79.83,74.29,76.07,74.81
North Carolina,Gaston County,37071,2010,77.29,80.79,79.83,72.74,76.07,74.81
North Carolina,Gates County,37073,2010,78.63,80.79,79.83,74.25,76.07,74.81
North Carolina,Graham County,37075,2010,78.08,80.79,79.83,71.17,76.07,74.81
North Carolina,Granville County,37077,2010,78.71,80.79,79.83,74.26,76.07,74.81
North Carolina,Greene County,37079,2010,77.84,80.79,79.83,73.73,76.07,74.81
North Carolina,Guilford County,37081,2010,80.38,80.79,79.83,76.15,76.07,74.81
North Carolina,Halifax County,37083,2010,77.49,80.79,79.83,70.71,76.07,74.81
North Carolina,Harnett County,37085,2010,79.05,80.79,79.83,72.94,76.07,74.81
North Carolina,Haywood County,37087,2010,80.29,80.79,79.83,75.15,76.07,74.81
North Carolina,Henderson County,37089,2010,81.37,80.79,79.83,76.22,76.07,74.81
North Carolina,Hertford County,37091,2010,77.57,80.79,79.83,71.85,76.07,74.81
North Carolina,Hoke County,37093,2010,78.70,80.79,79.83,74.04,76.07,74.81
North Carolina,Hyde County,37095,2010,77.77,80.79,79.83,72.58,76.07,74.81
North Carolina,Iredell County,37097,2010,79.45,80.79,79.83,74.71,76.07,74.81
North Carolina,Jackson County,37099,2010,80.71,80.79,79.83,74.81,76.07,74.81
North Carolina,Johnston County,37101,2010,79.88,80.79,79.83,74.29,76.07,74.81
North Carolina,Jones County,37103,2010,79.29,80.79,79.83,73.94,76.07,74.81
North Carolina,Lee County,37105,2010,79.79,80.79,79.83,72.58,76.07,74.81
North Carolina,Lenoir County,37107,2010,77.75,80.79,79.83,70.95,76.07,74.81
North Carolina,Lincoln County,37109,2010,78.57,80.79,79.83,74.62,76.07,74.81
North Carolina,McDowell County,37111,2010,79.49,80.79,79.83,74.13,76.07,74.81
North Carolina,Macon County,37113,2010,81.18,80.79,79.83,75.89,76.07,74.81
North Carolina,Madison County,37115,2010,79.88,80.79,79.83,74.78,76.07,74.81
North Carolina,Martin County,37117,2010,77.81,80.79,79.83,71.29,76.07,74.81
North Carolina,Mecklenburg County,37119,2010,81.68,80.79,79.83,76.72,76.07,74.81
North Carolina,Mitchell County,37121,2010,78.43,80.79,79.83,73.62,76.07,74.81
North Carolina,Montgomery County,37123,2010,79.98,80.79,79.83,73.93,76.07,74.81
North Carolina,Moore County,37125,2010,81.85,80.79,79.83,76.08,76.07,74.81
North Carolina,Nash County,37127,2010,79.18,80.79,79.83,72.12,76.07,74.81
North Carolina,New Hanover County,37129,2010,81.38,80.79,79.83,76.56,76.07,74.81
North Carolina,Northampton County,37131,2010,77.80,80.79,79.83,72.05,76.07,74.81
North Carolina,Onslow County,37133,2010,79.54,80.79,79.83,75.38,76.07,74.81
North Carolina,Orange County,37135,2010,82.04,80.79,79.83,78.33,76.07,74.81
North Carolina,Pamlico County,37137,2010,78.45,80.79,79.83,73.44,76.07,74.81
North Carolina,Pasquotank County,37139,2010,78.86,80.79,79.83,73.91,76.07,74.81
North Carolina,Pender County,37141,2010,79.93,80.79,79.83,75.15,76.07,74.81
North Carolina,Perquimans County,37143,2010,80.28,80.79,79.83,74.21,76.07,74.81
North Carolina,Person County,37145,2010,77.89,80.79,79.83,73.17,76.07,74.81
North Carolina,Pitt County,37147,2010,79.57,80.79,79.83,74.32,76.07,74.81
North Carolina,Polk County,37149,2010,80.78,80.79,79.83,74.93,76.07,74.81
North Carolina,Randolph County,37151,2010,79.37,80.79,79.83,73.63,76.07,74.81
North Carolina,Richmond County,37153,2010,76.18,80.79,79.83,70.71,76.07,74.81
North Carolina,Robeson County,37155,2010,76.53,80.79,79.83,70.58,76.07,74.81
North Carolina,Rockingham County,37157,2010,78.04,80.79,79.83,72.68,76.07,74.81
North Carolina,Rowan County,37159,2010,78.81,80.79,79.83,73.00,76.07,74.81
North Carolina,Rutherford County,37161,2010,78.49,80.79,79.83,72.55,76.07,74.81
North Carolina,Sampson County,37163,2010,78.20,80.79,79.83,71.06,76.07,74.81
North Carolina,Scotland County,37165,2010,77.55,80.79,79.83,70.70,76.07,74.81
North Carolina,Stanly County,37167,2010,78.75,80.79,79.83,73.62,76.07,74.81
North Carolina,Stokes County,37169,2010,78.30,80.79,79.83,74.34,76.07,74.81
North Carolina,Surry County,37171,2010,78.86,80.79,79.83,72.29,76.07,74.81
North Carolina,Swain County,37173,2010,78.08,80.79,79.83,71.17,76.07,74.81
North Carolina,Transylvania County,37175,2010,82.36,80.79,79.83,77.29,76.07,74.81
North Carolina,Tyrrell County,37177,2010,77.77,80.79,79.83,72.58,76.07,74.81
North Carolina,Union County,37179,2010,81.07,80.79,79.83,76.23,76.07,74.81
North Carolina,Vance County,37181,2010,77.99,80.79,79.83,70.44,76.07,74.81
North Carolina,Wake County,37183,2010,82.45,80.79,79.83,78.72,76.07,74.81
North Carolina,Warren County,37185,2010,78.52,80.79,79.83,72.82,76.07,74.81
North Carolina,Washington County,37187,2010,77.77,80.79,79.83,72.58,76.07,74.81
North Carolina,Watauga County,37189,2010,82.34,80.79,79.83,76.95,76.07,74.81
North Carolina,Wayne County,37191,2010,77.99,80.79,79.83,72.66,76.07,74.81
North Carolina,Wilkes County,37193,2010,78.61,80.79,79.83,73.43,76.07,74.81
North Carolina,Wilson County,37195,2010,78.28,80.79,79.83,72.95,76.07,74.81
North Carolina,Yadkin County,37197,2010,78.97,80.79,79.83,74.29,76.07,74.81
North Carolina,Yancey County,37199,2010,79.49,80.79,79.83,74.14,76.07,74.81
North Dakota,Adams County,38001,2010,82.95,80.79,81.95,77.28,76.07,76.75
North Dakota,Barnes County,38003,2010,81.96,80.79,81.95,76.63,76.07,76.75
North Dakota,Benson County,38005,2010,82.13,80.79,81.95,75.97,76.07,76.75
North Dakota,Billings County,38007,2010,82.59,80.79,81.95,76.86,76.07,76.75
North Dakota,Bottineau County,38009,2010,78.99,80.79,81.95,74.61,76.07,76.75
North Dakota,Bowman County,38011,2010,82.95,80.79,81.95,77.28,76.07,76.75
North Dakota,Burke County,38013,2010,81.67,80.79,81.95,76.24,76.07,76.75
North Dakota,Burleigh County,38015,2010,82.81,80.79,81.95,77.92,76.07,76.75
North Dakota,Cass County,38017,2010,82.50,80.79,81.95,77.04,76.07,76.75
North Dakota,Cavalier County,38019,2010,82.02,80.79,81.95,76.83,76.07,76.75
North Dakota,Dickey County,38021,2010,82.87,80.79,81.95,77.16,76.07,76.75
North Dakota,Divide County,38023,2010,81.67,80.79,81.95,76.24,76.07,76.75
North Dakota,Dunn County,38025,2010,82.59,80.79,81.95,76.86,76.07,76.75
North Dakota,Eddy County,38027,2010,81.36,80.79,81.95,76.70,76.07,76.75
North Dakota,Emmons County,38029,2010,80.91,80.79,81.95,74.15,76.07,76.75
North Dakota,Foster County,38031,2010,81.36,80.79,81.95,76.70,76.07,76.75
North Dakota,Golden Valley County,38033,2010,82.59,80.79,81.95,76.86,76.07,76.75
North Dakota,Grand Forks County,38035,2010,81.89,80.79,81.95,77.06,76.07,76.75
North Dakota,Grant County,38037,2010,82.95,80.79,81.95,77.28,76.07,76.75
North Dakota,Griggs County,38039,2010,81.36,80.79,81.95,76.70,76.07,76.75
North Dakota,Hettinger County,38041,2010,82.95,80.79,81.95,77.28,76.07,76.75
North Dakota,Kidder County,38043,2010,81.98,80.79,81.95,76.70,76.07,76.75
North Dakota,LaMoure County,38045,2010,82.87,80.79,81.95,77.16,76.07,76.75
North Dakota,Logan County,38047,2010,81.98,80.79,81.95,76.70,76.07,76.75
North Dakota,McHenry County,38049,2010,78.99,80.79,81.95,74.61,76.07,76.75
North Dakota,McIntosh County,38051,2010,81.98,80.79,81.95,76.70,76.07,76.75
North Dakota,McKenzie County,38053,2010,82.59,80.79,81.95,76.86,76.07,76.75
North Dakota,McLean County,38055,2010,82.74,80.79,81.95,76.57,76.07,76.75
North Dakota,Mercer County,38057,2010,82.74,80.79,81.95,76.57,76.07,76.75
North Dakota,Morton County,38059,2010,80.91,80.79,81.95,74.15,76.07,76.75
North Dakota,Mountrail County,38061,2010,80.77,80.79,81.95,76.24,76.07,76.75
North Dakota,Nelson County,38063,2010,81.36,80.79,81.95,76.70,76.07,76.75
North Dakota,Oliver County,38065,2010,82.81,80.79,81.95,77.92,76.07,76.75
North Dakota,Pembina County,38067,2010,82.08,80.79,81.95,76.70,76.07,76.75
North Dakota,Pierce County,38069,2010,82.13,80.79,81.95,75.97,76.07,76.75
North Dakota,Ramsey County,38071,2010,82.02,80.79,81.95,76.83,76.07,76.75
North Dakota,Ransom County,38073,2010,81.96,80.79,81.95,76.63,76.07,76.75
North Dakota,Renville County,38075,2010,78.99,80.79,81.95,74.61,76.07,76.75
North Dakota,Richland County,38077,2010,83.24,80.79,81.95,77.84,76.07,76.75
North Dakota,Rolette County,38079,2010,78.99,80.79,81.95,74.61,76.07,76.75
North Dakota,Sargent County,38081,2010,82.87,80.79,81.95,77.16,76.07,76.75
North Dakota,Sheridan County,38083,2010,82.13,80.79,81.95,75.97,76.07,76.75
North Dakota,Sioux County,38085,2010,80.91,80.79,81.95,74.15,76.07,76.75
North Dakota,Slope County,38087,2010,82.95,80.79,81.95,77.28,76.07,76.75
North Dakota,Stark County,38089,2010,82.95,80.79,81.95,77.28,76.07,76.75
North Dakota,Steele County,38091,2010,81.36,80.79,81.95,76.70,76.07,76.75
North Dakota,Stutsman County,38093,2010,81.98,80.79,81.95,76.70,76.07,76.75
North Dakota,Towner County,38095,2010,82.02,80.79,81.95,76.83,76.07,76.75
North Dakota,Traill County,38097,2010,81.89,80.79,81.95,77.06,76.07,76.75
North Dakota,Walsh County,38099,2010,82.08,80.79,81.95,76.70,76.07,76.75
North Dakota,Ward County,38101,2010,80.77,80.79,81.95,76.24,76.07,76.75
North Dakota,Wells County,38103,2010,82.13,80.79,81.95,75.97,76.07,76.75
North Dakota,Williams County,38105,2010,81.67,80.79,81.95,76.24,76.07,76.75
Ohio,Adams County,39001,2010,77.84,80.79,79.69,71.14,76.07,75.00
Ohio,Allen County,39003,2010,79.04,80.79,79.69,75.11,76.07,75.00
Ohio,Ashland County,39005,2010,79.73,80.79,79.69,75.74,76.07,75.00
Ohio,Ashtabula County,39007,2010,78.11,80.79,79.69,73.67,76.07,75.00
Ohio,Athens County,39009,2010,79.05,80.79,79.69,72.73,76.07,75.00
Ohio,Auglaize County,39011,2010,80.42,80.79,79.69,75.51,76.07,75.00
Ohio,Belmont County,39013,2010,78.84,80.79,79.69,74.13,76.07,75.00
Ohio,Brown County,39015,2010,78.19,80.79,79.69,73.11,76.07,75.00
Ohio,Butler County,39017,2010,79.33,80.79,79.69,75.83,76.07,75.00
Ohio,Carroll County,39019,2010,79.84,80.79,79.69,76.15,76.07,75.00
Ohio,Champaign County,39021,2010,78.85,80.79,79.69,74.44,76.07,75.00
Ohio,Clark County,39023,2010,77.60,80.79,79.69,73.22,76.07,75.00
Ohio,Clermont County,39025,2010,79.85,80.79,79.69,75.10,76.07,75.00
Ohio,Clinton County,39027,2010,78.22,80.79,79.69,74.09,76.07,75.00
Ohio,Columbiana County,39029,2010,79.49,80.79,79.69,74.80,76.07,75.00
Ohio,Coshocton County,39031,2010,79.27,80.79,79.69,75.39,76.07,75.00
Ohio,Crawford County,39033,2010,80.02,80.79,79.69,74.11,76.07,75.00
Ohio,Cuyahoga County,39035,2010,79.86,80.79,79.69,74.85,76.07,75.00
Ohio,Darke County,39037,2010,80.54,80.79,79.69,76.35,76.07,75.00
Ohio,Defiance County,39039,2010,80.30,80.79,79.69,75.09,76.07,75.00
Ohio,Delaware County,39041,2010,82.79,80.79,79.69,79.31,76.07,75.00
Ohio,Erie County,39043,2010,80.36,80.79,79.69,74.60,76.07,75.00
Ohio,Fairfield County,39045,2010,80.60,80.79,79.69,76.23,76.07,75.00
Ohio,Fayette County,39047,2010,78.53,80.79,79.69,71.78,76.07,75.00
Ohio,Franklin County,39049,2010,79.41,80.79,79.69,74.55,76.07,75.00
Ohio,Fulton County,39051,2010,80.38,80.79,79.69,76.08,76.07,75.00
Ohio,Gallia County,39053,2010,78.94,80.79,79.69,72.18,76.07,75.00
Ohio,Geauga County,39055,2010,82.87,80.79,79.69,79.22,76.07,75.00
Ohio,Greene County,39057,2010,81.07,80.79,79.69,77.05,76.07,75.00
Ohio,Guernsey County,39059,2010,78.47,80.79,79.69,73.08,76.07,75.00
Ohio,Hamilton County,39061,2010,79.01,80.79,79.69,74.80,76.07,75.00
Ohio,Hancock County,39063,2010,80.81,80.79,79.69,76.66,76.07,75.00
Ohio,Hardin County,39065,2010,77.98,80.79,79.69,73.95,76.07,75.00
Ohio,Harrison County,39067,2010,78.47,80.79,79.69,72.61,76.07,75.00
Ohio,Henry County,39069,2010,81.12,80.79,79.69,76.24,76.07,75.00
Ohio,Highland County,39071,2010,78.22,80.79,79.69,71.70,76.07,75.00
Ohio,Hocking County,39073,2010,78.68,80.79,79.69,74.92,76.07,75.00
Ohio,Holmes County,39075,2010,80.01,80.79,79.69,75.20,76.07,75.00
Ohio,Huron County,39077,2010,79.53,80.79,79.69,75.16,76.07,75.00
Ohio,Jackson County,39079,2010,76.76,80.79,79.69,71.06,76.07,75.00
Ohio,Jefferson County,39081,2010,77.84,80.79,79.69,71.79,76.07,75.00
Ohio,Knox County,39083,2010,78.81,80.79,79.69,75.17,76.07,75.00
Ohio,Lake County,39085,2010,80.60,80.79,79.69,76.43,76.07,75.00
Ohio,Lawrence County,39087,2010,77.86,80.79,79.69,72.55,76.07,75.00
Ohio,Licking County,39089,2010,79.96,80.79,79.69,75.16,76.07,75.00
Ohio,Logan County,39091,2010,79.08,80.79,79.69,74.28,76.07,75.00
Ohio,Lorain County,39093,2010,80.44,80.79,79.69,76.00,76.07,75.00
Ohio,Lucas County,39095,2010,79.18,80.79,79.69,74.32,76.07,75.00
Ohio,Madison County,39097,2010,79.60,80.79,79.69,74.36,76.07,75.00
Ohio,Mahoning County,39099,2010,79.08,80.79,79.69,73.66,76.07,75.00
Ohio,Marion County,39101,2010,78.93,80.79,79.69,74.51,76.07,75.00
Ohio,Medina County,39103,2010,81.79,80.79,79.69,78.41,76.07,75.00
Ohio,Meigs County,39105,2010,78.73,80.79,79.69,72.13,76.07,75.00
Ohio,Mercer County,39107,2010,81.58,80.79,79.69,76.34,76.07,75.00
Ohio,Miami County,39109,2010,80.93,80.79,79.69,75.67,76.07,75.00
Ohio,Monroe County,39111,2010,79.87,80.79,79.69,77.05,76.07,75.00
Ohio,Montgomery County,39113,2010,78.76,80.79,79.69,73.77,76.07,75.00
Ohio,Morgan County,39115,2010,79.40,80.79,79.69,74.38,76.07,75.00
Ohio,Morrow County,39117,2010,80.27,80.79,79.69,73.93,76.07,75.00
Ohio,Muskingum County,39119,2010,78.66,80.79,79.69,73.37,76.07,75.00
Ohio,Noble County,39121,2010,79.87,80.79,79.69,77.05,76.07,75.00
Ohio,Ottawa County,39123,2010,81.05,80.79,79.69,76.62,76.07,75.00
Ohio,Paulding County,39125,2010,80.42,80.79,79.69,74.14,76.07,75.00
Ohio,Perry County,39127,2010,79.46,80.79,79.69,73.39,76.07,75.00
Ohio,Pickaway County,39129,2010,78.16,80.79,79.69,74.41,76.07,75.00
Ohio,Pike County,39131,2010,77.52,80.79,79.69,72.07,76.07,75.00
Ohio,Portage County,39133,2010,80.09,80.79,79.69,76.45,76.07,75.00
Ohio,Preble County,39135,2010,80.04,80.79,79.69,74.40,76.07,75.00
Ohio,Putnam County,39137,2010,81.19,80.79,79.69,77.00,76.07,75.00
Ohio,Richland County,39139,2010,79.57,80.79,79.69,74.69,76.07,75.00
Ohio,Ross County,39141,2010,78.19,80.79,79.69,72.55,76.07,75.00
Ohio,Sandusky County,39143,2010,79.38,80.79,79.69,74.05,76.07,75.00
Ohio,Scioto County,39145,2010,76.79,80.79,79.69,70.59,76.07,75.00
Ohio,Seneca County,39147,2010,80.23,80.79,79.69,75.67,76.07,75.00
Ohio,Shelby County,39149,2010,80.13,80.79,79.69,76.23,76.07,75.00
Ohio,Stark County,39151,2010,80.61,80.79,79.69,75.45,76.07,75.00
Ohio,Summit County,39153,2010,80.04,80.79,79.69,75.23,76.07,75.00
Ohio,Trumbull County,39155,2010,79.48,80.79,79.69,73.95,76.07,75.00
Ohio,Tuscarawas County,39157,2010,80.62,80.79,79.69,75.74,76.07,75.00
Ohio,Union County,39159,2010,79.90,80.79,79.69,76.52,76.07,75.00
Ohio,Van Wert County,39161,2010,81.36,80.79,79.69,75.66,76.07,75.00
Ohio,Vinton County,39163,2010,78.73,80.79,79.69,72.13,76.07,75.00
Ohio,Warren County,39165,2010,80.49,80.79,79.69,77.70,76.07,75.00
Ohio,Washington County,39167,2010,79.74,80.79,79.69,75.18,76.07,75.00
Ohio,Wayne County,39169,2010,80.04,80.79,79.69,76.22,76.07,75.00
Ohio,Williams County,39171,2010,80.64,80.79,79.69,76.18,76.07,75.00
Ohio,Wood County,39173,2010,80.83,80.79,79.69,77.19,76.07,75.00
Ohio,Wyandot County,39175,2010,81.16,80.79,79.69,75.45,76.07,75.00
Oklahoma,Adair County,40001,2010,76.87,80.79,78.04,72.19,76.07,73.15
Oklahoma,Alfalfa County,40003,2010,79.32,80.79,78.04,75.72,76.07,73.15
Oklahoma,Atoka County,40005,2010,77.21,80.79,78.04,72.21,76.07,73.15
Oklahoma,Beaver County,40007,2010,79.48,80.79,78.04,74.80,76.07,73.15
Oklahoma,Beckham County,40009,2010,75.44,80.79,78.04,71.61,76.07,73.15
Oklahoma,Blaine County,40011,2010,79.24,80.79,78.04,74.01,76.07,73.15
Oklahoma,Bryan County,40013,2010,78.23,80.79,78.04,73.32,76.07,73.15
Oklahoma,Caddo County,40015,2010,76.96,80.79,78.04,70.77,76.07,73.15
Oklahoma,Canadian County,40017,2010,80.10,80.79,78.04,75.77,76.07,73.15
Oklahoma,Carter County,40019,2010,75.08,80.79,78.04,70.77,76.07,73.15
Oklahoma,Cherokee County,40021,2010,78.79,80.79,78.04,72.55,76.07,73.15
Oklahoma,Choctaw County,40023,2010,77.21,80.79,78.04,72.21,76.07,73.15
Oklahoma,Cimarron County,40025,2010,79.48,80.79,78.04,74.80,76.07,73.15
Oklahoma,Cleveland County,40027,2010,79.59,80.79,78.04,76.22,76.07,73.15
Oklahoma,Coal County,40029,2010,75.87,80.79,78.04,70.39,76.07,73.15
Oklahoma,Comanche County,40031,2010,77.10,80.79,78.04,73.30,76.07,73.15
Oklahoma,Cotton County,40033,2010,76.46,80.79,78.04,72.30,76.07,73.15
Oklahoma,Craig County,40035,2010,77.38,80.79,78.04,72.34,76.07,73.15
Oklahoma,Creek County,40037,2010,76.64,80.79,78.04,71.23,76.07,73.15
Oklahoma,Custer County,40039,2010,79.09,80.79,78.04,71.76,76.07,73.15
Oklahoma,Delaware County,40041,2010,79.76,80.79,78.04,73.72,76.07,73.15
Oklahoma,Dewey County,40043,2010,79.09,80.79,78.04,71.76,76.07,73.15
Oklahoma,Ellis County,40045,2010,79.48,80.79,78.04,74.80,76.07,73.15
Oklahoma,Garfield County,40047,2010,77.50,80.79,78.04,73.09,76.07,73.15
Oklahoma,Garvin County,40049,2010,75.80,80.79,78.04,70.54,76.07,73.15
Oklahoma,Grady County,40051,2010,78.73,80.79,78.04,73.64,76.07,73.15
Oklahoma,Grant County,40053,2010,79.40,80.79,78.04,74.70,76.07,73.15
Oklahoma,Greer County,40055,2010,77.10,80.79,78.04,71.81,76.07,73.15
Oklahoma,Harmon County,40057,2010,75.44,80.79,78.04,71.61,76.07,73.15
Oklahoma,Harper County,40059,2010,79.48,80.79,78.04,74.80,76.07,73.15
Oklahoma,Haskell County,40061,2010,78.42,80.79,78.04,73.38,76.07,73.15
Oklahoma,Hughes County,40063,2010,76.49,80.79,78.04,70.83,76.07,73.15
Oklahoma,Jackson County,40065,2010,77.64,80.79,78.04,73.29,76.07,73.15
Oklahoma,Jefferson County,40067,2010,76.46,80.79,78.04,72.30,76.07,73.15
Oklahoma,Johnston County,40069,2010,75.87,80.79,78.04,70.39,76.07,73.15
Oklahoma,Kay County,40071,2010,78.00,80.79,78.04,72.26,76.07,73.15
Oklahoma,Kingfisher County,40073,2010,79.24,80.79,78.04,74.01,76.07,73.15
Oklahoma,Kiowa County,40075,2010,77.10,80.79,78.04,71.81,76.07,73.15
Oklahoma,Latimer County,40077,2010,78.42,80.79,78.04,73.38,76.07,73.15
Oklahoma,Le Flore County,40079,2010,76.56,80.79,78.04,70.26,76.07,73.15
Oklahoma,Lincoln County,40081,2010,78.14,80.79,78.04,73.33,76.07,73.15
Oklahoma,Logan County,40083,2010,79.49,80.79,78.04,75.43,76.07,73.15
Oklahoma,Love County,40085,2010,77.93,80.79,78.04,74.19,76.07,73.15
Oklahoma,McClain County,40087,2010,78.54,80.79,78.04,74.49,76.07,73.15
Oklahoma,McCurtain County,40089,2010,75.37,80.79,78.04,69.23,76.07,73.15
